"company_overseas_infrastructure_id","company_id","infrastructure_type_id","secondary_infrastructure_type_id","country_id","city","overseas_infrastructure_lat","overseas_infrastructure_lng","label","year_commenced","year_ended","Primary topic","Secondary (if needed)","Third topic","text","cable_id","highlight","cable_owner","curr_not_in_use","type_of_company_id_ref","ownership_structure_id_ref","cable_countries","(data centre) type","street address","","Do Not Touch - For Country Counts","Infrastructure 1","Infrastructure 2","Topic 1","Topic 2","Topic 3","Company","","Cable","Terrestrial","Leased"
"213","1 | Huawei","1 | R&D lab","5 | Overseas Office","228 | United States","Bridgewater","40.58356","-74.61322","Futurewei New Jersey Research Center ","2011","","","","","<p>Futurewei Technologies has a <a href=""https://archive.fo/620kV"">New Jersey Research Center </a>that serves as the North American R&amp;D hub for wireless technologies. The same facility also <a href=""https://www.lightreading.com/huawei-opens-new-jersey-facility/d/d-id/688724"">acts</a> as an overseas office for Huawei.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","400 Crossing Blvd., 2/F, Bridgewater, NJ 08807","","","1 | R&D lab228 | United States","5 | Overseas Office228 | United States","228 | United States","228 | United States","228 | United States","1 | Huawei228 | United States","","","",""
"266","1 | Huawei","1 | R&D lab","10 | Subsidiary","228 | United States","Santa Clara","37.37353","-121.96491","Futurewei","2011","","1 | Artificial Intelligence","","","<p>Futurewei Technologies is a US-based Huawei subsidiary that conducts R&amp;D and has filed <a href=""https://web.archive.org/web/20190722222125/https://www.cnbc.com/2019/07/22/huaweis-us-research-arm-futurewei-to-lay-off-hundreds-of-workers.html"">more than 2,100 patents</a> for Huawei. It was <a>established</a> in 2001 and has its headquarters in Dallas, offices in Silicon Valley and <a>offices and research centres</a> in New Jersey, Chicago, North Carolina, Colorado, San Diego and Seattle. The Futurewei Santa Clara office is Huawei's flagship R&amp;D centre in the US. It was established in 2011 and employed around 850 scientists and engineers at that time.</p>
<p>Futurewei has <a href=""https://web.archive.org/web/20190625041008/https://www.nature.com/articles/d41586-019-00451-z"">previously contributed to research programs at UC Berkeley</a> through a <a href=""https://web.archive.org/web/20190324210320/https://www.latimes.com/business/la-na-pol-universities-ban-huawei-funding-donations-20190321-story.html"">relationship that extends back as far as 2011</a>. UC Berkeley has suspended funding from Huawei and Futurewei.</p>
<p>Futurewei has also worked with <a>several other US universities,</a> including Stanford, Princeton and Columbia universities, the Massachusetts Institute of Technology, the University of Michigan and the University of Texas at Austin.</p>
<p>Just before Huawei wasadded to the US Entity List, <a href=""https://uk.reuters.com/article/us-huawei-tech-usa-layoffs/huaweis-u-s-research-arm-slashes-jobs-as-trade-ban-bites-idUKKCN1UH23D"">Reuters quoted an anonymous Futurewei employee, who stated</a>, 'On the 17th of May, Huawei asked everyone at Futurewei to upload everything to the Huawei cloud, right before the ban took effect. After that basically, Futurewei has stopped doing any work&mdash;almost stopped everything.'</p>
<p>In June 2019, a separate <a href=""https://www.reuters.com/article/us-huawei-tech-usa-university-exclusive-idUSKCN1TP2DL"">Reuters report</a> quoted an anonymous Futurewei employee, who said, 'Futurewei has banned Huawei employees from its offices, moved Futurewei employees to a new IT system and forbidden them from using the Huawei name or logo in communications' and that 'Huawei will continue to own Futurewei.' As a US firm, Futurewei cannot be put on the US Entity List.</p>
<p>In 2018, the US Department of Commerce <a href=""https://www.wsj.com/articles/u-s-blocks-some-exports-from-huaweis-silicon-valley-unit-11547119803"">informed</a> FutureWei that it intended to deny the company's application to review its export licence on national security grounds. That has prevented FutureWei from exporting controlled technologies back to China. Responding to the Department of Commerce, Huawei indicated it may move its R&amp;D activities outside the US.</p>
<p>In July 2019, Futurewei reportedly <a href=""https://www.cnet.com/news/huawei-lays-off-hundreds-of-us-workers-due-to-blacklisting/"">laid off</a> more than 600 employees in the US.</p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","1 | R&D lab228 | United States","10 | Subsidiary228 | United States","1 | Artificial Intelligence228 | United States","228 | United States","228 | United States","1 | Huawei228 | United States","","","",""
"410","1 | Huawei","15 | Telecommunications or ICT","17 | MoU-agreement","190 | Saudi Arabia","","24.81004","46.62365","Etisalat, EXIM and Huawei MoU","2011","","5 | Chinese state loan","","","<p>In 2011, Huawei, the United Arab Emirates telco Etisalat and China Eximbank signed a strategic cooperation <a href=""https://archive.fo/Eopd1"">agreement</a> to provide telecommunications services in 18 countries. According to the CEO of Etisalat, the two companies have worked together .to build and expand Etisalat's networks in Saudi Arabia, Pakistan, Egypt, Tanzania, Nigeria and Afghanistan..</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT190 | Saudi Arabia","17 | MoU-agreement190 | Saudi Arabia","5 | Chinese state loan190 | Saudi Arabia","190 | Saudi Arabia","190 | Saudi Arabia","1 | Huawei190 | Saudi Arabia","","","",""
"411","1 | Huawei","15 | Telecommunications or ICT","17 | MoU-agreement","175 | Pakistan","","33.69501","73.05105","Etisalat, EXIM and Huawei MoU","2011","","5 | Chinese state loan","","","<p>In 2011, Huawei, the United Arab Emirates telco Etisalat and China Eximbank signed a strategic cooperation <a href=""https://archive.fo/Eopd1"">agreement</a> to provide telecommunications services in 18 countries. According to the CEO of Etisalat, the two companies have worked together to build and expand Etisalat's networks in Saudi Arabia, Pakistan, Egypt, Tanzania, Nigeria and Afghanistan.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT175 | Pakistan","17 | MoU-agreement175 | Pakistan","5 | Chinese state loan175 | Pakistan","175 | Pakistan","175 | Pakistan","1 | Huawei175 | Pakistan","","","",""
"412","1 | Huawei","15 | Telecommunications or ICT","17 | MoU-agreement","224 | Tanzania","","-6.77217","39.26437","Etisalat, EXIM and Huawei MoU","2011","","5 | Chinese state loan","","","<p>In 2011, Huawei, the United Arab Emirates telco Etisalat and China Eximbank signed a strategic cooperation <a href=""https://archive.fo/Eopd1"">agreement</a> to provide telecommunications services in 18 countries. According to the CEO of Etisalat, the two companies have worked together to build and expand Etisalat's networks in Saudi Arabia, Pakistan, Egypt, Tanzania, Nigeria and Afghanistan.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT224 | Tanzania","17 | MoU-agreement224 | Tanzania","5 | Chinese state loan224 | Tanzania","224 | Tanzania","224 | Tanzania","1 | Huawei224 | Tanzania","","","",""
"413","1 | Huawei","15 | Telecommunications or ICT","17 | MoU-agreement","62 | Egypt","","30.01771","31.41325","Etisalat, EXIM and Huawei MoU","2011","","5 | Chinese state loan","","","<p>In 2011, Huawei, the United Arab Emirates telco Etisalat and China Eximbank signed a strategic cooperation <a href=""https://archive.fo/Eopd1"">agreement</a> to provide telecommunications services in 18 countries. According to the CEO of Etisalat, the two companies have worked together to build and expand Etisalat's networks in Saudi Arabia, Pakistan, Egypt, Tanzania, Nigeria and Afghanistan.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT62 | Egypt","17 | MoU-agreement62 | Egypt","5 | Chinese state loan62 | Egypt","62 | Egypt","62 | Egypt","1 | Huawei62 | Egypt","","","",""
"414","1 | Huawei","15 | Telecommunications or ICT","17 | MoU-agreement","3 | Afghanistan","","34.53207","69.16345","Etisalat, EXIM and Huawei MoU","2011","","5 | Chinese state loan","","","<p>In 2011, Huawei, the United Arab Emirates telco Etisalat and China Eximbank signed a strategic cooperation <a href=""https://archive.fo/Eopd1"">agreement</a> to provide telecommunications services in 18 countries. According to the CEO of Etisalat, the two companies have worked together to build and expand Etisalat's networks in Saudi Arabia, Pakistan, Egypt, Tanzania, Nigeria snd Afghanistan.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT3 | Afghanistan","17 | MoU-agreement3 | Afghanistan","5 | Chinese state loan3 | Afghanistan","3 | Afghanistan","3 | Afghanistan","1 | Huawei3 | Afghanistan","","","",""
"415","1 | Huawei","15 | Telecommunications or ICT","17 | MoU-agreement","161 | Nigeria","","24.09143","52.65180","Etisalat, EXIM and Huawei MoU","2011","","5 | Chinese state loan","","","<p>In 2011, Huawei, the United Arab Emirates telco Etisalat and China Eximbank signed a strategic cooperation <a href=""https://archive.fo/Eopd1"">agreement</a> to provide telecommunications services in 18 countries. According to the CEO of Etisalat, the two companies have worked together to build and expand Etisalat's networks in Saudi Arabia, Pakistan, Egypt, Tanzania, Nigeria and Afghanistan.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT161 | Nigeria","17 | MoU-agreement161 | Nigeria","5 | Chinese state loan161 | Nigeria","161 | Nigeria","161 | Nigeria","1 | Huawei161 | Nigeria","","","",""
"432","1 | Huawei","15 | Telecommunications or ICT","","79 | Ghana","","5.55667","0.18972","E-governance project","2011","","5 | Chinese state loan","","","<p>Starting in 2011, Huawei built <a href=""http://web.archive.org/web/20190319041926/https://www.biztechafrica.com/article/huawei-begins-phase-2-ghana-network-project/5489/"">nationwide e-government infrastructure</a> for Ghana, connecting all districts in the country and constructing data centres. The project, worth US$127.5 million, was reportedly awarded to Huawei after the company <a href=""http://web.archive.org/web/20200920154554/https://www.ghanaweb.com/GhanaHomePage/NewsArchive/AFAG-Exposes-NDC-Huawei-Corrupt-Deals-253492"">allegedly bribed</a> the ruling National Democratic Congress party.</p>
<p>In 2015, Chinese state media <a href=""http://web.archive.org/web/20150720001422/http://www.globaltimes.cn/content/926770.shtml"">reported</a> that Huawei was leading efforts to replace Ghana's existing data centre by constructing a new state-of-the-art facility. The first phase of the new data centre build was financed by a US$20 million China Eximbank loan and included data-storage services, website hosting and data-protection services.</p>
<p>In June 2019, AirtelTigo, Ghana's second-largest telecom company, <a href=""https://archive.is/MfKQv"">partnered</a> with Huawei on a US$30 million network modernisation project.</p>
<p>In October 2020, the Ministry of Communications and the Ghana Investment for Electronic Communications <a href=""https://telecomschamber.com/news-media/industry-news/government-huawei-to-construct-rural-star-sites-to-bridge-digital-divide"">signed a financing agreement</a> for the rural network project. Per the agreement with China Eximbank, Huawei will deploy more than 2,000 'Rural Star' sites for Ghana to provide voice and data services for more than 3.4 million people. The project is expected to be completed by September 2021.</p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT79 | Ghana","79 | Ghana","5 | Chinese state loan79 | Ghana","79 | Ghana","79 | Ghana","1 | Huawei79 | Ghana","","","",""
"447","1 | Huawei","5 | Overseas Office","","103 | India","","28.45783","77.02766","Network Operation Center","2011","","","","","<p>In 2011, Huawei opened a global network operations centre in Bangalore, India. <a href=""https://www.siliconindia.com/magazine-articles-in/Huawei_sets_up_Global_Network_Operations_in_India-KWTQ73874733.html%20"">Source</a></p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","5 | Overseas Office103 | India","103 | India","103 | India","103 | India","103 | India","1 | Huawei103 | India","","","",""
